SDO_SP_ID,DIV_CODE,CIR_SP_ID,ZON_SP_ID,SDO_NAME,DIV_NAME,CIRCLE_NAME,ZONE_NAME,DISCOM
SDO2112622,DIV211262,CIR21126,ZNE21,2112622-EDSD JATTARI,EDD KHAIR ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2170321,DIV217032,CIR21703,ZNE21,2170321-EDSD IV ETAH,EDD  II ETAH,EDC-ETAH,ALIGARH,DVVNL
SDO2113222,DIV211322,CIR21132,ZNE21,2113222-EDSD II CHANDPA,EDD II HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2170332,DIV217033,CIR21703,ZNE21,2170332-EDSD II NAGLA PATTI,EDD-KASGANJ,EDC-ETAH,ALIGARH,DVVNL
SDO2113234,DIV211323,CIR21132,ZNE21,2113234-EDSD IV HASAYAN,EDD  III HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2113233,DIV211323,CIR21132,ZNE21,2113233-EDSD SALEMPUR,EDD  III HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2437121,DIV243712,CIR24371,ZNE24,2437121-EDSD KULPAHAD,EDD KULPAHAR MAHOBA,EDC MAHOBA,BANDA,DVVNL
SDO2439223,DIV243922,CIR24392,ZNE24,2439223-ESDD III RAMNAGAR,EDD RAJAPUR CHITRAKOOT,EDC CHITRAKOOT DHAM,BANDA,DVVNL
SDO2113221,DIV211322,CIR21132,ZNE21,2113221-EDSD I IGLAS ADDA,EDD II HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2170522,DIV217052,CIR21705,ZNE21,2170522-EDSD II SORON,EDD KASGANJ RURAL,EDC KASGANJ,ALIGARH,DVVNL
SDO2170322,DIV217032,CIR21703,ZNE21,2170322-EDSD V ETAH,EDD  II ETAH,EDC-ETAH,ALIGARH,DVVNL
SDO2437122,DIV243712,CIR24371,ZNE24,2437122-EDSD PANWARI,EDD KULPAHAR MAHOBA,EDC MAHOBA,BANDA,DVVNL
SDO2439132,DIV243913,CIR24391,ZNE24,2439132-EDSD NARAINI,EDD ATRRA,EDC BANDA,BANDA,DVVNL
SDO2170333,DIV217033,CIR21703,ZNE21,2170333-EDSD III NADRAI,EDD-KASGANJ,EDC-ETAH,ALIGARH,DVVNL
SDO2113232,DIV211323,CIR21132,ZNE21,2113232-EDSD II SASNI,EDD  III HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2112612,DIV211261,CIR21126,ZNE21,2112612-EDSD II HASTPUR,EDD IGLAS ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2439213,DIV243921,CIR24392,ZNE24,2439213-EDSD BHARATKOOP,EDD CHITRAKOOT DHAM,EDC CHITRAKOOT DHAM,BANDA,DVVNL
SDO2439222,DIV243922,CIR24392,ZNE24,2439222-EDSD MAU,EDD RAJAPUR CHITRAKOOT,EDC CHITRAKOOT DHAM,BANDA,DVVNL
SDO2437232,DIV243723,CIR24372,ZNE24,2437232-EDSD SAREELA,EDD RATH,EDC HAMIRPUR,BANDA,DVVNL
SDO2170341,DIV217034,CIR21703,ZNE21,2170341-EDSD I JAITHRA,EDD ETAH,EDC-ETAH,ALIGARH,DVVNL
SDO2112632,DIV211263,CIR21126,ZNE21,2112632-EDSD II VI ALIGARH,EDD AKRABAD ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2170343,DIV217034,CIR21703,ZNE21,2170343-EDSD IV ETAH,EDD ETAH,EDC-ETAH,ALIGARH,DVVNL
SDO2439212,DIV243921,CIR24392,ZNE24,2439212-EDSD MANIKPUR,EDD CHITRAKOOT DHAM,EDC CHITRAKOOT DHAM,BANDA,DVVNL
SDO2112631,DIV211263,CIR21126,ZNE21,2112631-EDSD I VI ALIGARH,EDD AKRABAD ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2112611,DIV211261,CIR21126,ZNE21,2112611-EDSD I IGLAS,EDD IGLAS ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2112613,DIV211261,CIR21126,ZNE21,2112613-EDSD III GONDA,EDD IGLAS ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2437216,DIV243721,CIR24372,ZNE24,2437216-EDSD SUMERPUR,EDD-HAMIRPUR,EDC HAMIRPUR,BANDA,DVVNL
SDO2439221,DIV243922,CIR24392,ZNE24,2439221-EDSD  RAJAPUR,EDD RAJAPUR CHITRAKOOT,EDC CHITRAKOOT DHAM,BANDA,DVVNL
SDO2439142,DIV243914,CIR24391,ZNE24,2439142-EDSD II BABERU,EDD BABERU BANDA,EDC BANDA,BANDA,DVVNL
SDO2170523,DIV217052,CIR21705,ZNE21,2170523-EDSD III PATIYALI,EDD KASGANJ RURAL,EDC KASGANJ,ALIGARH,DVVNL
SDO2170524,DIV217052,CIR21705,ZNE21,2170524-EDSD IV AMANPUR,EDD KASGANJ RURAL,EDC KASGANJ,ALIGARH,DVVNL
SDO2437112,DIV243711,CIR24371,ZNE24,2437112-EDSD CHARKHARI,EDD  I MAHOBA,EDC MAHOBA,BANDA,DVVNL
SDO2112432,DIV211243,CIR21124,ZNE21,2112432-EDSD II GODHA,EDD TALANAGRI ALIGARH,EDC-ALIGARH,ALIGARH,DVVNL
SDO2112621,DIV211262,CIR21126,ZNE21,2112621-EDSD KHAIR,EDD KHAIR ALIGARH,EDC ALIGARH -I,ALIGARH,DVVNL
SDO2439141,DIV243914,CIR24391,ZNE24,2439141-EDSD BANDA GRAMIN,EDD BABERU BANDA,EDC BANDA,BANDA,DVVNL
SDO2439143,DIV243914,CIR24391,ZNE24,2439143-EDSD III PELANI,EDD BABERU BANDA,EDC BANDA,BANDA,DVVNL
SDO2112412,DIV211241,CIR21124,ZNE21,2112412-EDSD II SARSAUL,EDD SARSOL ALIGARH,EDC-ALIGARH,ALIGARH,DVVNL
SDO2112431,DIV211243,CIR21124,ZNE21,2112431-EDSD I TALANAGARI,EDD TALANAGRI ALIGARH,EDC-ALIGARH,ALIGARH,DVVNL
SDO2437123,DIV243712,CIR24371,ZNE24,2437123-EDSD KABRAI,EDD KULPAHAR MAHOBA,EDC MAHOBA,BANDA,DVVNL
SDO2112411,DIV211241,CIR21124,ZNE21,2112411-EDSD I GABHANA,EDD SARSOL ALIGARH,EDC-ALIGARH,ALIGARH,DVVNL
SDO2170342,DIV217034,CIR21703,ZNE21,2170342-EDSD II ALIGANJ,EDD ETAH,EDC-ETAH,ALIGARH,DVVNL
SDO2113242,DIV211324,CIR21132,ZNE21,2113242-EDSD II SADABAD,EDD-4-HATHRAS,EDC-HATHRAS,ALIGARH,DVVNL
SDO2614111,DIV261411,CIR26141,ZNE26,EUDSD I MATHURACANTT,EUDD CANTT MATHURA,EUDC MATHURA,AGRA II,DVVNL
SDO2614112,DIV261411,CIR26141,ZNE26,EUDSD II JAIGURUDEV,EUDD CANTT MATHURA,EUDC MATHURA,AGRA II,DVVNL
SDO2614121,DIV261412,CIR26141,ZNE26,EUDSD VRINDAVAN,EUDD VRINDAVAN MATHURA,EUDC MATHURA,AGRA II,DVVNL
SDO2614132,DIV261413,CIR26141,ZNE26,EUDSD II KRISHNA NAGAR,EUDD KRISHNANAGAR MATHURA,EUDC MATHURA,AGRA II,DVVNL
SDO2713211,DIV271321,CIR27132,ZNE27,EDSD I MURSHAN GATE,EUDD HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713219,DIV271321,CIR27132,ZNE27,EDSD II WATER WORKS,EUDD HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713221,DIV271322,CIR27132,ZNE27,EDSD I IGLAS ADDA,EDD ODHPURA HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713222,DIV271322,CIR27132,ZNE27,EDSD II CHANDPA,EDD ODHPURA HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713232,DIV271323,CIR27132,ZNE27,EDSD II SASNI,EDD SASNI HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713233,DIV271323,CIR27132,ZNE27,EDSD SALEMPUR,EDD SASNI HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713234,DIV271323,CIR27132,ZNE27,EDSD IV HASAYAN,EDD SASNI HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713239,DIV271323,CIR27132,ZNE27,EDSD I SIKANDRA RAO,EDD SASNI HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713242,DIV271324,CIR27132,ZNE27,EDSD II SADABAD,EDD SADABAD HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2713249,DIV271324,CIR27132,ZNE27,EDSD I SADABAD,EDD SADABAD HATHRAS,EDC HATHRAS,ETAH,DVVNL
SDO2721521,DIV272152,CIR27215,ZNE27,EDSD I GANJDUNDWARA,EDD SORON KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721522,DIV272152,CIR27215,ZNE27,EDSD II SORON,EDD SORON KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721523,DIV272152,CIR27215,ZNE27,EDSD III PATIYALI,EDD SORON KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721524,DIV272152,CIR27215,ZNE27,EDSD IV AMANPUR,EDD SORON KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721531,DIV272153,CIR27215,ZNE27,EDSD I PRABHU PARK,EDD KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721532,DIV272153,CIR27215,ZNE27,EDSD II NAGLA PATTI,EDD KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2721533,DIV272153,CIR27215,ZNE27,EDSD III NADRAI,EDD KASGANJ,EDC KASGANJ,ETAH,DVVNL
SDO2770311,DIV277031,CIR27703,ZNE27,EUDSD I,EUDD ETAH,EDC ETAH,ETAH,DVVNL
SDO2770312,DIV277031,CIR27703,ZNE27,EUDSD II,EUDD ETAH,EDC ETAH,ETAH,DVVNL
SDO2770321,DIV277032,CIR27703,ZNE27,EDSD I ETAH,EDD JALESAR ETAH,EDC ETAH,ETAH,DVVNL
SDO2770322,DIV277032,CIR27703,ZNE27,EDSD V ETAH,EDD JALESAR ETAH,EDC ETAH,ETAH,DVVNL
SDO2770323,DIV277032,CIR27703,ZNE27,EDSD III JALESAR,EDD JALESAR ETAH,EDC ETAH,ETAH,DVVNL
SDO2770341,DIV277034,CIR27703,ZNE27,EDSD I JAITHRA,EDD PILUWA  ETAH,EDC ETAH,ETAH,DVVNL
SDO2770342,DIV277034,CIR27703,ZNE27,EDSD II ALIGANJ,EDD PILUWA  ETAH,EDC ETAH,ETAH,DVVNL
SDO2770343,DIV277034,CIR27703,ZNE27,EDSD IV ETAH,EDD PILUWA  ETAH,EDC ETAH,ETAH,DVVNL
SDO2816311,DIV281631,CIR28163,ZNE28,EDSD I FIROZABAD,EDD FIROZABAD,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816312,DIV281631,CIR28163,ZNE28,EDSD II FIROZABAD,EDD FIROZABAD,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816321,DIV281632,CIR28163,ZNE28,EDSD MOHAMDABAD,EDD TUNDLA,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816329,DIV281632,CIR28163,ZNE28,EDSD TUNDLA,EDD TUNDLA,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816332,DIV281633,CIR28163,ZNE28,EDSD II MAKKHANPUR,EDD SHIKOHABAD,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816339,DIV281633,CIR28163,ZNE28,EDSD I SHIKOHABAD,EDD SHIKOHABAD,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816341,DIV281634,CIR28163,ZNE28,EDSD I SIRSAGANJ,EDD SHIRSAGANJ,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816342,DIV281634,CIR28163,ZNE28,EDSD II SIRSAGANJ,EDD SHIRSAGANJ,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816351,DIV281635,CIR28163,ZNE28,EDSD JASRANA,EDD JASRANA,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816352,DIV281635,CIR28163,ZNE28,EDSD FARIHA,EDD JASRANA,EDC FIROZABAD,FIROZABAD,DVVNL
SDO2816411,DIV281641,CIR28164,ZNE28,EUDSD I SUHAG NAGAR,"EUDD CHANDRA NAGAR, FIROZABAD",EUDC FIROZABAD,FIROZABAD,DVVNL
SDO2816412,DIV281641,CIR28164,ZNE28,EUDSD II LABOUR COLONY,"EUDD CHANDRA NAGAR, FIROZABAD",EUDC FIROZABAD,FIROZABAD,DVVNL
SDO2816413,DIV281641,CIR28164,ZNE28,EUDSD III RASOOLPUR,"EUDD CHANDRA NAGAR, FIROZABAD",EUDC FIROZABAD,FIROZABAD,DVVNL
SDO2816421,DIV281642,CIR28164,ZNE28,EUDSD I ASFABAD,EUDD ASFABAD FIROZABAD,EUDC FIROZABAD,FIROZABAD,DVVNL
SDO2816422,DIV281642,CIR28164,ZNE28,EUDSD II SN HOSPITAL,EUDD ASFABAD FIROZABAD,EUDC FIROZABAD,FIROZABAD,DVVNL
SDO2817211,DIV281721,CIR28172,ZNE28,EUDSD I MAINPURI,EUDD MAINPURI,EDC MAINPURI,FIROZABAD,DVVNL
SDO2817219,DIV281721,CIR28172,ZNE28,EUDSD II MAINPURI,EUDD MAINPURI,EDC MAINPURI,FIROZABAD,DVVNL
SDO2817221,DIV281722,CIR28172,ZNE28,EDSD I BHOGAON,"EDD BHOGAON, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817222,DIV281722,CIR28172,ZNE28,EDSD II KISHNI,"EDD BHOGAON, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817223,DIV281722,CIR28172,ZNE28,EDSD III BEWAR,"EDD BHOGAON, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817224,DIV281722,CIR28172,ZNE28,EDSD IV CIVIL LINES RURAL,"EDD BHOGAON, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817231,DIV281723,CIR28172,ZNE28,EDSD I KARHAL,"EDD KARHAL, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817232,DIV281723,CIR28172,ZNE28,EDSD II GHIROR,"EDD KARHAL, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817233,DIV281723,CIR28172,ZNE28,EDSD III KURAWLI,"EDD KARHAL, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2817234,DIV281723,CIR28172,ZNE28,EDSD IV BARNAHAL,"EDD KARHAL, MAINPURI",EDC MAINPURI,FIROZABAD,DVVNL
SDO2920211,DIV292021,CIR29202,ZNE29,EDSD JHINJHAK,EDD JHIJAK,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920212,DIV292021,CIR29202,ZNE29,EDSD MATHA,EDD JHIJAK,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920213,DIV292021,CIR29202,ZNE29,EDSD RASOOLABAD,EDD JHIJAK,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920221,DIV292022,CIR29202,ZNE29,EDSD I RANIA,EDD KANPUR DEHAT,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920222,DIV292022,CIR29202,ZNE29,EDSD II RURA,EDD KANPUR DEHAT,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920223,DIV292022,CIR29202,ZNE29,EDSD III JAINPUR,EDD KANPUR DEHAT,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920231,DIV292023,CIR29202,ZNE29,EDSD I AKBARPUR,EDD PUKHRAYAN,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920232,DIV292023,CIR29202,ZNE29,EDSD II PUKHRAYAN,EDD PUKHRAYAN,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2920233,DIV292023,CIR29202,ZNE29,EDSD III SIKANDRA,EDD PUKHRAYAN,EDC KANPUR DEHAT,KANPUR-I,DVVNL
SDO2933112,DIV293311,CIR29331,ZNE29,EDSD II SAJETI,EDD GHATAMPUR,EDC KANPUR,KANPUR-I,DVVNL
SDO2933119,DIV293311,CIR29331,ZNE29,EDSD I GHATAMPUR,EDD GHATAMPUR,EDC KANPUR,KANPUR-I,DVVNL
SDO2933121,DIV293312,CIR29331,ZNE29,EDSD I KANPUR NAGAR,EDD KANPUR GRAMIN,EDC KANPUR,KANPUR-I,DVVNL
SDO2933122,DIV293312,CIR29331,ZNE29,EDSD II NARWAL,EDD KANPUR GRAMIN,EDC KANPUR,KANPUR-I,DVVNL
SDO2933123,DIV293312,CIR29331,ZNE29,EDSD III SARSAUL,EDD KANPUR GRAMIN,EDC KANPUR,KANPUR-I,DVVNL
SDO2933131,DIV293313,CIR29331,ZNE29,EDSD I CHAUBEPUR,EDD CHAUBEPUR,EDC KANPUR,KANPUR-I,DVVNL
SDO2933132,DIV293313,CIR29331,ZNE29,EDSD II BILHAUR,EDD CHAUBEPUR,EDC KANPUR,KANPUR-I,DVVNL
SDO2933133,DIV293313,CIR29331,ZNE29,EDSD III SHIVRAJPUR,EDD CHAUBEPUR,EDC KANPUR,KANPUR-I,DVVNL
SDO2515442,DIV251544,CIR25154,ZNE25,2515442-EDSD II KIRAWALI,EDD KIRAWALI AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515443,DIV251544,CIR25154,ZNE25,2515443-EDSD III FATEHPUR SIKRI,EDD KIRAWALI AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515432,DIV251543,CIR25154,ZNE25,2515432-EDSD KHERAGARH,EDD KHAIRAGARH,EDC AGRA,AGRA I,DVVNL
SDO2515433,DIV251543,CIR25154,ZNE25,2515433-EDSD JAGNER,EDD KHAIRAGARH,EDC AGRA,AGRA I,DVVNL
SDO2515421,DIV251542,CIR25154,ZNE25,2515421-EDSD I SITE C SIKANDARA,EDD LAKHANPUR AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515431,DIV251543,CIR25154,ZNE25,2515431-EDSD KAGAROL,EDD KHAIRAGARH,EDC AGRA,AGRA I,DVVNL
SDO2515441,DIV251544,CIR25154,ZNE25,2515441-EDSD I ACHNERA,EDD KIRAWALI AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515412,DIV251541,CIR25154,ZNE25,2515412-EDSD II BAAD,EDD SIKANDARA AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515411,DIV251541,CIR25154,ZNE25,2515411-EDSD I SIKANDARA,EDD SIKANDARA AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515413,DIV251541,CIR25154,ZNE25,2515413-EDSD III BAROLI AHIR,EDD SIKANDARA AGRA,EDC AGRA,AGRA I,DVVNL
SDO2515422,DIV251542,CIR25154,ZNE25,2515422-EDSD II MALPURA,EDD LAKHANPUR AGRA,EDC AGRA,AGRA I,DVVNL
SDO3126249,DIV312624,CIR31262,ZNE31,(Temp SDO) 3126249,DALIGANJ,CIR31262,LKO CENTRAL,MVVNL
SDO3245222,DIV324522,CIR32452,ZNE32,BARABANKI 2,EDD BARABANKI,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3324121,DIV332412,CIR33241,ZNE33,EDSD HARDOI,EDD  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3323221,DIV332322,CIR33232,ZNE33,EDSD KHAIRABAD,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3245211,DIV324521,CIR32452,ZNE32,RAM SANEHI GHAT,EDD_RS_GHAT,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3324122,DIV332412,CIR33241,ZNE33,EDSD ITAULI,EDD  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3322241,DIV332224,CIR33222,ZNE33,(SDO) 3322241,EDD Lakhimpur,SITAPUR,RAEBARELI,MVVNL
SDO3323211,DIV332321,CIR33232,ZNE33,SITAPUR I TOWN,EDD SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323212,DIV332321,CIR33232,ZNE33,EDSD II MAHOLI,EDD SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3324111,DIV332411,CIR33241,ZNE33,EDSD I BILGRAM,EDD-BILGRAM  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3324119,DIV332411,CIR33241,ZNE33,(Temp sdo) 3324119,EDD-BILGRAM  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3246119,DIV324611,CIR32461,ZNE32,(Temp sdo) 3246119,EDD-AYODHYA DHAM AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3126429,DIV312642,CIR31264,ZNE31,(Temp sdo) 3126429,EDD Dubagga,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126419,DIV312641,CIR31264,ZNE31,(Temp sdo)3126419,EDD Nadarganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3421329,DIV342132,CIR34213,ZNE34,(Temp SDO) 3421329,EDD-SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3325419,DIV332541,CIR33254,ZNE33,(Temp SDO) 3325419,EDD-PDNAGAR UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3421331,DIV342133,CIR34213,ZNE34,EDSD I SADAR,EDD-CHINOR SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3325429,DIV332542,CIR33254,ZNE33,(Temp SDO) 3325429,EDD-MAGARWARA UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3327319,DIV332731,CIR33273,ZNE33,(Temp SDO) 3327319,EDD  RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3245231,DIV324523,CIR32452,ZNE32,EDSD-II-BARABANKI-RAMNAGAR,EDD-RAMNAGAR  BARABANKI,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3126441,DIV312644,CIR31264,ZNE31,(Temp SDO) 3126441,BAKSHI KA TALAB,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126319,DIV312631,CIR31263,ZNE31,(Temp SDO) 3126319,EUDD_AISHBAGH,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3419221,DIV341922,CIR34192,ZNE34,EDSD II IZZAT NAGAR,EDD-SAJAHANPURROAD  BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3421311,DIV342131,CIR34213,ZNE34,EDSD I TILHAR,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3418121,DIV341812,CIR34181,ZNE34,EDSD I BILSI,EDD-BILSI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3421319,DIV342131,CIR34213,ZNE34,(Temp SDO) 3421319,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3126329,DIV312632,CIR31263,ZNE31,(Temp SDO) 3126329,ALAMBAGH,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126259,DIV312625,CIR31262,ZNE31,(Temp SDO) 3126259,MUNSHIPULIA,CIR31262,LKO CENTRAL,MVVNL
SDO3126269,DIV312626,CIR31262,ZNE31,(Temp SDO) 3126269,CHINHAT,CIR31262,LKO CENTRAL,MVVNL
SDO3126359,DIV312635,CIR31263,ZNE31,(Temp SDO) 3126359,EUDD_UPTRON,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126369,DIV312636,CIR31263,ZNE31,(Temp SDO) 3126369,VRINDAVAN,EUDC-TALKATORA,LKO CENTRAL,MVVNL
SDO3126619,DIV312661,CIR31266,ZNE31,(Temp SDO) 3126619,UNIVERSITY,EUDC-6,LKO CENTRAL,MVVNL
SDO3418119,DIV341811,CIR34181,ZNE34,(Temp SDO) 3418119,EDD BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3246118,DIV324611,CIR32461,ZNE32,EDSD FESU1,EDD-AYODHYA DHAM AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3419139,DIV341913,CIR34191,ZNE34,(Temp sdo) 3419139,EUDD III BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3126729,DIV312672,CIR31267,ZNE31,(Temp SDO) 3126729,EUDD_KANPUR_RD,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126829,DIV312682,CIR31268,ZNE31,(Temp SDO) 3126829,EUDD_RESIDENCY,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126039,DIV312603,CIR31260,ZNE31,(Temp SDO) 3626031,Bakshi Ka Talab,EUDC 10,LKO CENTRAL,MVVNL
SDO3126919,DIV312691,CIR31269,ZNE31,(Temp SDO) 3126919,Indira Nagar,EUDC 9,LKO CENTRAL,MVVNL
SDO3126839,DIV312683,CIR31268,ZNE31,(Temp SDO) 3126839,EUDD_THAKURGANJ,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126831,DIV312683,CIR31268,ZNE31,THAKURGANJ,EUDD_THAKURGANJ,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126029,DIV312602,CIR31260,ZNE31,(Temp SDO) 3126029,Raheem Nagar,EUDC 10,LKO CENTRAL,MVVNL
SDO3126739,DIV312673,CIR31267,ZNE31,(Temp SDO) 3126739,EUDD_VRINDAVAN,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126719,DIV312671,CIR31267,ZNE31,(Temp SDO) 3126719,EUDD_ALAMBAGH,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126819,DIV312681,CIR31268,ZNE31,(Temp SDO) 3126819,EUDD_CHOWK,EUDC-CHOWK,LKO CENTRAL,MVVNL
SDO3126722,DIV312672,CIR31267,ZNE31,NEW ALAMBAGH,EUDD_KANPUR_RD,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126031,DIV312603,CIR31260,ZNE31,(Temp SDO) 3126031,Bakshi Ka Talab,EUDC 10,LKO CENTRAL,MVVNL
SDO3126721,DIV312672,CIR31267,ZNE31,ASHIYANA,EUDD_KANPUR_RD,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126929,DIV312692,CIR31269,ZNE31,(Temp SDO) 3126929,Munshi Pulia,EUDC 9,LKO CENTRAL,MVVNL
SDO3126651,DIV312665,CIR31266,ZNE31,(SDO) 3126651,SITAPUR ROAD,EUDC-6,LKO CENTRAL,MVVNL
SDO3126659,DIV312665,CIR31266,ZNE31,(TEMP SDO) 3126659,SITAPUR ROAD,EUDC-6,LKO CENTRAL,MVVNL
SDO3126461,DIV312646,CIR31264,ZNE31,EDSD KAKORI,EDD Malihabad,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3419141,DIV341914,CIR34191,ZNE34,EDSD HARUNAGLA,EUDD IV BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3419142,DIV341914,CIR34191,ZNE34,EDSD MAHANAGAR,EUDD IV BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3246151,DIV324615,CIR32461,ZNE32,RUDAULI,EDD_RUDAULI,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3247311,DIV324731,CIR32473,ZNE32,AKBARPUR,EDD-AMBEDKARNAGAR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3247321,DIV324732,CIR32473,ZNE32,TANDA,EDD_TANDA,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3248411,DIV324841,CIR32484,ZNE32,TOWN,EDD  SULTANPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
